Country Name,Country Code,Series Name,Series Code,2021 [YR2021]
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,10071349663.8484
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,35311.5543551452
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,253977931814.967
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,49950.4251691316
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,14209020361.8508
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2138.38588469449
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,14915002436.069
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,608.722439593808
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,609147716972.859
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2787.48779224428
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,14000283827.0154
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,7620.80296977508
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,914000000
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,19455.50139424
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,503367986030.268
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,93072.8925119571
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,87323797139.1417
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,19403.4600160211
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,348516647445.148
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1455.31922370186
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,231343460.083008
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,13009.2481630213
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,67396392506.2378
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,15509.8069124139
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,26109413521.3117
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2607.57861874444
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,39950899938.7474
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5976.93179789949
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,226328766459.634
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6826.20255614477
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,394087359848.11
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3484.38593882819
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,689170230665.35
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,18635.5104895754
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,256055879091.139
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,24711.4510062111
Puerto Rico (US),PRI,GDP (current US$),NY.GDP.MKTP.CD,106426600000
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,32619.0704601174
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,179732142857.143
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,71751.9363398856
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,285071280114.469
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,14907.9803652143
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1829186719575.1
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,12425.029296875
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,11078787090.1564
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,829.544845263697
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,859724936.05765
